Name,RMS,ZCR,Silence Ratio,Bandwidth,Centroid,Mfcc1,Mfcc2,Mfcc3,Mfcc4,Mfcc5,Mfcc6,Mfcc7,Mfcc8,Mfcc9,Mfcc10,Mfcc11,Mfcc12
Eng01.wav,0.15844442,0.12874545633166323,0.11332930026214964,1993.610458267155,2305.1637780150386,-300.7554,80.31185,-28.719278,21.218578,-4.0253034,-15.026562,-19.394957,-23.793428,-11.578871,-18.682844,-24.381683,-1.4130595
Eng02.wav,0.058080994,0.11966846086628301,0.12711930134797647,1804.546825236573,2013.5084605214465,-439.3484,93.585045,0.00071233767,28.276415,-12.643897,-23.602604,-6.637677,-3.6088138,-12.236463,-1.5507156,-14.105469,1.4391893
Eng03.wav,0.13099098,0.13052971869328492,0.10422166309189902,2274.488272528332,2386.2931513237318,-345.80008,65.20891,20.009636,46.804466,-5.281641,-3.9284956,-6.839773,-11.284544,-6.4514675,6.938426,-5.8295016,10.677859
Eng04.wav,0.14797781,0.10305013934778001,0.12193835605813827,1511.631565299752,1612.185879530088,-355.0711,132.41203,-11.4408045,7.174932,-5.2358494,-23.081377,1.1672086,-8.957102,-9.724479,-2.698867,-15.999212,-3.4538114
Eng05.wav,0.12808767,0.09849225184978362,0.09108536150278436,1664.4110639935313,1624.428226056275,-393.6336,116.22674,13.841218,-1.2966168,-14.466582,-15.870576,-4.383218,-0.3851367,-8.841906,4.187041,-5.983838,3.511214
Eng06.wav,0.063409716,0.10828020537639413,0.11170573058050372,1775.9267305535059,1793.2853345065841,-402.53366,124.9452,3.7176254,9.699316,0.13060063,-3.635361,-3.209145,-1.889648,-8.825541,3.9906573,0.13688082,1.1258326
Eng07.wav,0.022919679,0.0912947709680922,0.1106069772131478,1879.6859066403106,1687.5416691615426,-548.29114,93.68977,7.6259003,27.474411,4.5239697,-5.921761,-9.483665,-8.901063,3.4868853,-20.66554,-3.2973406,-6.102841
Eng08.wav,0.09472012,0.11269590126214445,0.09837332795590509,1793.7190948868097,1922.3007578555007,-422.45508,90.00728,-13.896732,12.581721,-9.040202,-15.488426,-14.116126,-18.405746,-8.099125,-7.4371967,-11.12983,-2.113683
Eng09.wav,0.13794246,0.09991905213661112,0.09783864048836825,1896.6930652497797,1809.1318008175454,-317.2349,116.824974,-9.794518,18.714378,-10.623981,-11.791747,-0.9151954,-12.547846,4.4723554,-2.65754,0.6143289,-2.017111
Eng10.wav,0.07980584,0.17160976416874782,0.13362133598068263,2227.8914534627606,2652.4346038869066,-405.26566,77.699295,9.521752,10.864066,-11.649255,-14.418708,-14.907523,-14.445922,0.015336344,-3.0549483,-8.643731,-2.6215959
Eng11.wav,0.041150905,0.14500183556444898,0.1565167708543389,1651.0930251667357,2149.606928992645,-485.8485,90.247086,-28.91905,33.54046,-4.1534076,-9.157423,2.2789927,-21.753963,-2.8630123,-10.79444,-7.464813,-5.491318
Eng12.wav,0.060074918,0.15920031437272816,0.12708310711940476,1854.7744876929517,2459.8479711654177,-438.4371,71.73404,5.7749434,27.926933,-22.020784,-15.839496,-31.65158,-12.336019,-18.23529,-13.78229,-10.116628,-9.519161
Eng13.wav,0.065977246,0.0878278809313292,0.12522944555612434,1622.6469379655541,1673.9291657802096,-453.45892,94.433304,-23.180872,8.789773,-17.959902,-21.686441,-15.031095,-13.737125,-7.122441,-7.4973755,-5.465068,2.6223962
Eng14.wav,0.047216427,0.09808635942937213,0.12861619122962137,1792.7075806126154,1766.592517812144,-472.45895,114.75741,-11.233623,11.464173,-9.521658,-1.1639564,-7.140276,-14.642893,3.7091587,-1.0713823,-9.023798,-2.8507545
Eng15.wav,0.07351939,0.1347381864623244,0.12446419615203645,2128.3350970900365,2363.6507732120726,-383.289,82.62789,-3.2946384,20.071281,-15.74713,-17.734325,-8.937771,-20.450836,-11.405555,-16.927803,-16.945526,-10.730809
Eng16.wav,0.026885254,0.166987192707474,0.12497422042567234,2080.7229502874975,2604.827220142211,-482.69238,83.507324,-14.8753195,17.79544,-12.5029,-9.908145,0.06447935,-16.409056,-2.4710333,-6.034128,-9.087722,-5.564731
Eng17.wav,0.026885254,0.166987192707474,0.12497422042567234,2080.7229502874975,2604.827220142211,-482.69238,83.507324,-14.8753195,17.79544,-12.5029,-9.908145,0.06447935,-16.409056,-2.4710333,-6.034128,-9.087722,-5.564731
Eng18.wav,0.03909754,0.11404284362542075,0.10180919436817804,2164.546727798834,2234.7022461732067,-466.49173,67.69064,-1.2071499,11.133512,11.642315,-5.374592,-2.0502324,-7.915731,-3.6913493,-12.590277,-16.908058,-5.2685227
Eng19.wav,0.08279621,0.11425742369481026,0.10658683253964561,1628.6685174038066,1800.2966391707369,-448.35648,119.9081,-12.3854475,9.097451,-0.06079258,-25.796238,-11.436443,-14.375665,-8.819773,-2.4425097,-16.43832,-9.167195
Eng20.wav,0.04935852,0.11761831634789892,0.10596377474780379,1886.1282847851794,2003.8506545460712,-442.16107,109.11876,14.22412,29.859522,9.354136,-6.26854,-3.1109545,-8.249731,-4.587101,-5.108169,-22.70091,1.697675
Eng21.wav,0.082410924,0.1293349051969742,0.13109808118882527,1818.7269993676568,2046.5224719970067,-386.53757,98.19386,-35.8581,18.388433,-4.673048,-34.249123,-6.340987,-21.46228,-15.088348,-6.977536,-23.726624,-0.44338962
Eng22.wav,0.024858676,0.13224078469087544,0.10968402438456884,1921.9938979997683,2021.501338614383,-502.72217,123.42372,-7.2165966,25.090982,22.650845,-10.99045,-0.37178475,-7.6856728,6.654185,5.5044413,-3.538609,7.313528
Eng23.wav,0.026162611,0.1175200748703471,0.09295970548239152,2193.272389243697,2113.6722282140536,-558.0006,109.19808,28.67873,-3.986432,31.829855,2.0415943,-11.596455,14.529325,-14.019256,-5.7860885,-5.4908395,-1.9045345
Eng24.wav,0.056812048,0.14906593037264543,0.17354874069937593,1958.3170283942861,2369.5857620400293,-421.77686,96.2288,-15.224254,12.311632,-11.6454525,-23.997284,-1.414302,-13.485749,-22.415798,3.0076647,-22.266392,2.0998726
Eng25.wav,0.06312839,0.12140578383772575,0.117569195609123,1854.1072622067427,1933.483837050625,-413.23166,118.71547,1.7209836,22.985502,14.091555,-5.518988,-4.6049414,-4.663063,2.164471,1.0971553,-5.644466,6.206059
Eng26.wav,0.15412904,0.12527081038877771,0.10701599267842463,1803.0732809527658,2029.4246256923968,-294.19418,103.12544,-24.209177,13.650919,-13.6475315,-11.455507,-2.605119,-14.6672535,-12.427064,-6.34152,-13.176221,-0.93934286
Eng27.wav,0.040060025,0.07544945475979958,0.1031328690130868,1772.4732386834887,1524.0610006226254,-494.7808,122.93522,5.502995,16.082474,-14.50684,-4.219203,-5.8199997,-12.752905,-12.740944,-13.398104,-9.231712,-12.235539
Eng28.wav,0.03796646,0.09657912833956392,0.11381533704582707,1973.2616612623447,1768.1501120723972,-470.69205,115.16697,3.2404647,11.887443,19.85676,1.4592323,0.085556686,-10.684515,1.5536526,2.0510893,8.318248,5.1105103
Eng29.wav,0.04725172,0.12231063955201886,0.11582153142951691,2007.7461938709018,2035.6511686202975,-443.79938,115.08113,23.827824,16.679262,-7.8792667,0.3456121,-9.943727,4.2071157,-2.1636276,-1.4932117,-8.33127,-4.8365912
Eng30.wav,0.041962147,0.10918506109068724,0.10491672742126464,2337.128277452832,2240.4701342417393,-447.44043,85.20749,6.957045,33.35435,6.0836535,6.6166735,-15.206264,0.50401187,-6.933858,-5.9267864,-0.0884429,-1.0873069
Eng31.wav,0.08196424,0.048265003800393995,0.07593032093939535,1575.0494563715724,1184.4223533790955,-434.31747,139.01088,7.995321,21.78031,4.066249,-8.120163,-3.0705454,-4.796793,5.764232,-0.72097874,3.61897,2.8173537
Eng32.wav,0.011711278,0.12748899953981624,0.145844644029762,2054.180981219514,2199.211882066226,-594.1322,86.946815,-11.100685,17.97726,-4.1157875,1.4126304,-7.8830657,-2.727273,-3.0411959,-0.48606008,-3.9637225,-1.6241297
Eng33.wav,0.044765357,0.0680813439434129,0.08837596496398675,1888.8584101232648,1485.7619711700468,-431.83353,137.13345,11.311271,14.3229,16.591728,-6.4892673,-17.465996,10.889359,-0.90667397,8.784189,-1.5957476,-5.2397313
Eng34.wav,0.02281456,0.13010273990310287,0.1364599976215221,1992.193898420613,2164.4850756402334,-523.76965,94.69718,2.874728,21.905205,0.08033896,-12.6094,-8.6846695,-5.171417,-11.273223,-1.0044949,-16.672993,-5.158756
Eng35.wav,0.033070393,0.12985196560514164,0.16366513099725438,1706.9559157993194,1972.7768275778667,-482.203,113.97873,-21.470985,21.730637,-23.433493,-20.812033,-23.246086,-28.908241,-14.185496,-1.3292056,-10.266486,-4.264169
